,,Delimieter",,,,,,,,,,,
-5,0,50,0,0,48,32,0,0,0,1,12,12
-5,0,48,32,0,48,60,0,0,0,1,10,12
0,C,1,60,,,,,,,,,
-5,0,60,50,0,60,10,0,0,0,1,50,20
0,D,4,60,,,,,,,,,
-2,0,20,60,0,20,0,0,,,,,
-2,0,20,0,0,30,0,0,,,,,
-2,0,20,60,0,30,60,0,,,,,
-5,0,30,0,0,30,60,0,0,0,1,30,20
0,E,4,60,,,,,,,,,
-2,0,20,60,0,20,0,0,,,,,
-2,0,20,0,0,70,0,0,,,,,
-2,0,20,33,0,55,33,0,,,,,
-2,0,20,60,0,65,60,0,,,,,
0,F,3,60,,,,,,,,,
-2,0,20,60,0,20,0,0,,,,,
-2,0,20,33,0,55,33,0,,,,,
-2,0,20,60,0,65,60,0,,,,,
0,G,3,60,,,,,,,,,
-5,0,60,50,0,60,12,0,0,0,1,50,30
-2,0,45,25,0,60,25,0,,,,,
-2,0,60,25,0,60,12,0,,,,,
0,H,3,60,,,,,,,,,
-2,0,20,60,0,20,0,0,,,,,
-2,0,70,60,0,70,0,0,,,,,
-2,0,20,33,0,70,33,0,,,,,
0,I,1,40,,,,,,,,,
-2,0,40,60,0,40,0,0,,,,,
0,J,2,60,,,,,,,,,
-2,0,70,60,0,70,20,0,,,,,
-5,0,20,20,0,70,20,0,0,0,1,25,15
0,K,3,60,,,,,,,,,
-2,0,20,60,0,20,0,0,,,,,
-2,0,60,60,0,20,20,0,,,,,
-2,0,40,40,0,70,0,0,,,,,
0,L,2,60,,,,,,,,,
-2,0,20,60,0,20,0,0,,,,,
-2,0,20,0,0,60,0,0,,,,,
0,M,4,60,,,,,,,,,
-2,0,10,60,0,10,0,0,,,,,
-2,0,70,60,0,70,0,0,,,,,
-2,0,10,60,0,40,0,0,,,,,
-2,0,70,60,0,40,0,0,,,,,
0,N,3,60,,,,,,,,,
-2,0,20,60,0,20,0,0,,,,,
-2,0,60,60,0,60,0,0,,,,,
-2,0,20,60,0,60,0,0,,,,,
0,O,2,60,,,,,,,,,
-5,0,40,60,0,40,0,0,0,0,1,25,15
-5,0,40,0,0,40,60,0,0,0,1,25,15
0,P,4,60,,,,,,,,,
-2,0,20,60,0,20,0,0,,,,,
-2,0,20,34,0,40,34,0,,,,,
-2,0,20,60,0,40,60,0,,,,,
-5,0,40,34,0,40,60,0,0,0,1,13,15
0,Q,3,60,,,,,,,,,
-5,0,30,60,0,30,0,0,0,0,1,25,15
-5,0,30,0,0,30,60,0,0,0,1,25,15
-2,0,35,20,0,55,0,0,,,,,
0,R,5,60,,,,,,,,,
-2,0,20,60,0,20,0,0,,,,,
-2,0,20,34,0,40,34,0,,,,,
-2,0,20,60,0,40,60,0,,,,,
-5,0,40,34,0,40,60,0,0,0,1,15,15
-2,0,40,34,0,60,0,0,,,,,
0,S,4,60,,,,,,,,,
-5,0,35,60,0,35,32,0,0,0,1,14,12
-5,0,35,0,0,35,32,0,0,0,1,16,12
-5,0,20,8,0,35,0,0,0,0,1,2,12
-5,0,50,48,0,35,60,0,0,0,1,4,12
0,T,2,60,,,,,,,,,
-2,0,10,60,0,70,60,0,,,,,
-2,0,40,60,0,40,0,0,,,,,
0,U,3,60,,,,,,,,,
-2,0,20,60,0,20,20,0,,,,,
-2,0,60,60,0,60,20,0,,,,,
-5,0,20,20,0,60,20,0,0,0,1,18,15
0,V,2,60,,,,,,,,,
-2,0,10,60,0,35,0,0,,,,,
-2,0,60,60,0,35,0,0,,,,,
0,W,4,60,,,,,,,,,
-2,0,10,60,0,23,0,0,,,,,
-2,0,35,60,0,23,0,0,,,,,
-2,0,35,60,0,47,0,0,,,,,
-2,0,60,60,0,47,0,0,,,,,
0,X,2,60,,,,,,,,,
-2,0,10,60,0,60,0,0,,,,,
-2,0,60,60,0,10,0,0,,,,,
0,Y,3,60,,,,,,,,,
-2,0,10,60,0,35,30,0,,,,,
-2,0,60,60,0,35,30,0,,,,,
-2,0,35,30,0,35,0,0,,,,,
0,Z,3,60,,,,,,,,,
-2,0,10,60,0,60,60,0,,,,,
-2,0,60,60,0,10,0,0,,,,,
-2,0,10,0,0,60,0,0,,,,,
0,a,3,60,,,,,,,,,
-5,0,30,40,0,30,0,0,0,0,1,20,15
-5,0,30,0,0,30,40,0,0,0,1,20,15
-2,0,50,0,0,50,40,0,,,,,
0,b,3,50,,,,,,,,,
-5,0,30,40,0,30,0,0,0,0,1,20,15
-5,0,30,0,0,30,40,0,0,0,1,20,15
-2,0,10,60,0,10,0,0,,,,,
0,c,1,50,,,,,,,,,
-5,0,44,30,0,44,10,0,0,0,1,34,15
0,d,3,60,,,,,,,,,
-5,0,30,40,0,30,0,0,0,0,1,20,15
-5,0,30,0,0,30,40,0,0,0,1,20,15
-2,0,50,60,0,50,0,0,,,,,
0,e,3,45,,,,,,,,,
-5,0,44,30,0,44,10,0,0,0,1,34,15
-5,0,40,20,0,44,30,0,0,0,1,4,12
-2,0,10,20,0,40,20,0,,,,,
0,f,3,45,,,,,,,,,
-2,0,20,50,0,20,0,0,,,,,
-5,0,40,50,0,20,50,0,0,0,1,10,15
-2,0,15,40,0,25,40,0,,,,,
0,g,4,60,,,,,,,,,
-5,0,30,40,0,30,0,0,0,0,1,20,15
-5,0,30,0,0,30,40,0,0,0,1,20,15
-2,0,50,40,0,50,-4,0,,,,,
-5,0,12,-10,0,50,-4,0,0,0,1,10,12
0,h,3,50,,,,,,,,,
-2,0,10,60,0,10,0,0,,,,,
-5,0,10,28,0,50,24,0,0,0,-1,12,12
-2,0,50,24,0,50,0,0,,,,,
0,i,2,30,,,,,,,,,
-2,0,30,40,0,30,0,0,,,,,
-2,0,30,51,0,30,49,0,,,,,
0,j,3,60,,,,,,,,,
-5,0,12,-10,0,50,0,0,0,0,1,10,12
-2,0,50,0,0,50,40,0,,,,,
-2,0,50,51,0,50,49,0,,,,,
0,k,3,55,,,,,,,,,
-2,0,10,60,0,10,0,0,,,,,
-2,0,10,20,0,50,40,0,,,,,
-2,0,30,30,0,52,0,0,,,,,
0,l,1,40,,,,,,,,,
-2,0,30,60,0,30,0,0,,,,,
0,m,5,70,,,,,,,,,
-2,0,10,40,0,10,0,0,,,,,
-5,0,10,28,0,40,24,0,0,0,-1,12,12
-2,0,40,24,0,40,0,0,,,,,
-5,0,40,24,0,70,24,0,0,0,-1,14,12
-2,0,70,24,0,70,0,0,,,,,
0,n,3,60,,,,,,,,,
-2,0,10,40,0,10,0,0,,,,,
-5,0,10,28,0,50,24,0,0,0,-1,12,12
-2,0,50,24,0,50,0,0,,,,,
0,o,2,60,,,,,,,,,
-5,0,30,40,0,30,0,0,0,0,1,20,15
-5,0,30,0,0,30,40,0,0,0,1,20,15
0,p,3,50,,,,,,,,,
-5,0,30,40,0,30,0,0,0,0,1,20,15
-5,0,30,0,0,30,40,0,0,0,1,20,15
-2,0,10,40,0,10,-20,0,,,,,
0,q,3,50,,,,,,,,,
-5,0,30,40,0,30,0,0,0,0,1,20,15
-5,0,30,0,0,30,40,0,0,0,1,20,15
-2,0,50,40,0,50,-20,0,,,,,
0,r,2,50,,,,,,,,,
-2,0,10,40,0,10,0,0,,,,,
-5,0,10,28,0,50,24,0,0,0,-1,12,12
0,s,7,50,,,,,,,,,
-5,0,50,30,0,30,40,0,0,0,1,3,10
-2,0,30,40,0,20,40,0,,,,,
-5,0,20,40,0,20,20,0,0,0,1,10,10
-2,0,20,20,0,40,20,0,,,,,
-5,0,40,20,0,40,0,0,0,0,-1,10,10
-2,0,40,0,0,20,0,0,,,,,
-5,0,20,0,0,10,10,0,0,0,-1,3,10
0,t,2,40,,,,,,,,,
-2,0,30,0,0,30,50,0,,,,,
-2,0,20,40,0,40,40,0,,,,,
0,u,3,60,,,,,,,,,
-2,0,10,40,0,10,14,0,,,,,
-5,0,10,14,0,50,8,0,0,0,1,12,12
-2,0,50,40,0,50,0,0,,,,,
0,v,2,50,,,,,,,,,
-2,0,10,40,0,30,0,0,,,,,
-2,0,30,0,0,50,40,0,,,,,
0,w,4,60,,,,,,,,,
-2,0,10,40,0,23,0,0,,,,,
-2,0,23,0,0,37,40,0,,,,,
-2,0,37,40,0,50,0,0,,,,,
-2,0,50,0,0,60,40,0,,,,,
0,x,2,50,,,,,,,,,
-2,0,12,40,0,50,0,0,,,,,
-2,0,48,40,0,10,0,0,,,,,
0,y,4,60,,,,,,,,,
-2,0,10,40,0,10,14,0,,,,,
-5,0,10,14,0,50,8,0,0,0,1,12,12
-2,0,50,40,0,50,-6,0,,,,,
-5,0,12,-10,0,50,-6,0,0,0,1,10,12
0,z,3,60,,,,,,,,,
-2,0,12,40,0,48,40,0,,,,,
-2,0,48,40,0,10,0,0,,,,,
-2,0,10,0,0,50,0,0,,,,,
